cve_munedo,Periodo,confirmados,negativos,sospechoso,defuncion,activos,Activos_periodo,Muerte_acumuladas,Confirmados_acumulados
13041,202006,20,17,0,1,0,8,9,44
13041,202007,41,12,0,9,0,15,18,85
13041,202008,61,22,2,10,13,21,28,146
13041,202009,2,1,2,0,2,2,28,148
13042,202004,0,1,0,0,0,0,0,0
13042,202006,2,2,0,1,0,0,1,2
13042,202007,0,1,0,0,0,0,1,2
13042,202008,3,1,0,1,0,1,2,5
13042,202009,0,1,0,0,0,0,2,5
13043,202003,0,1,0,0,0,0,0,0
13043,202006,0,1,0,0,0,0,0,0
13043,202007,2,1,0,0,0,1,0,2
13043,202008,1,2,0,0,0,0,0,3
13044,202005,0,3,0,0,0,0,0,0
13044,202006,2,3,0,0,0,0,0,2
13044,202007,6,3,1,1,0,4,1,8
13044,202008,16,13,0,0,2,6,1,24
13044,202009,1,1,3,0,1,1,1,25
13045,202003,0,1,0,0,0,0,0,0
13045,202005,5,1,0,0,0,4,0,5
13045,202006,1,3,0,0,0,0,0,6
13045,202007,3,2,0,2,0,2,2,9
13045,202008,3,2,0,0,0,1,2,12
13046,202004,0,1,0,0,0,0,0,0
13046,202005,6,4,0,4,0,2,4,6
13046,202006,9,5,0,3,0,3,7,15
13046,202007,11,7,0,2,0,1,9,26
13046,202008,7,2,0,0,1,1,9,33
13046,202009,0,0,1,0,0,0,9,33
13047,202006,0,1,0,0,0,0,0,0
13047,202008,1,1,0,1,0,0,1,1
13048,202001,0,1,0,0,0,0,0,0
13048,202002,1,3,0,0,0,1,0,1
13048,202003,17,82,0,4,0,10,4,18
13048,202004,78,141,0,18,0,46,22,96
13048,202005,440,333,3,68,0,210,90,536
13048,202006,470,518,17,49,0,135,139,1006
13048,202007,624,512,11,48,0,233,187,1630
13048,202008,670,539,18,60,76,170,247,2300
13048,202009,24,15,45,2,24,24,249,2324
13049,202004,0,1,0,0,0,0,0,0
13049,202005,1,1,0,1,0,0,1,1
13049,202006,2,1,0,0,0,0,1,3
13049,202007,0,2,0,0,0,0,1,3
13049,202008,0,1,0,0,0,0,1,3
13050,202002,0,1,0,0,0,0,0,0
13050,202004,2,4,0,0,0,2,0,2
13050,202005,13,5,0,3,0,2,3,15
13050,202006,9,6,0,2,0,3,5,24
13050,202007,29,5,0,4,0,10,9,53
13050,202008,25,16,0,3,6,9,12,78
13050,202009,0,1,1,0,0,0,12,78
13051,202003,6,30,0,1,0,5,1,6
13051,202004,25,33,0,5,0,16,6,31
13051,202005,124,78,0,12,0,63,18,155
13051,202006,142,131,2,11,0,36,29,297
13051,202007,259,197,2,27,0,126,56,556
13051,202008,363,224,14,20,47,98,76,919
13051,202009,7,4,20,1,7,7,77,926
13052,202001,0,1,0,0,0,0,0,0
13052,202003,1,1,0,1,0,1,1,1
13052,202004,6,6,0,2,0,4,3,7
13052,202005,27,7,0,6,0,10,9,34
13052,202006,36,18,0,6,0,15,15,70
13052,202007,29,19,0,9,0,15,24,99
13052,202008,27,14,0,5,5,7,29,126
13052,202009,0,0,2,0,0,0,29,126
13053,202003,0,1,0,0,0,0,0,0
13053,202005,2,1,0,1,0,1,1,2
13053,202006,0,1,0,0,0,0,1,2
13053,202007,2,2,0,0,0,2,1,4
13053,202008,8,5,0,0,1,6,1,12
13053,202009,0,3,2,0,0,0,1,12
13054,202003,0,1,0,0,0,0,0,0
13054,202004,5,3,0,3,0,5,3,5
13054,202005,16,9,1,5,0,6,8,21
13054,202006,9,9,0,1,0,2,9,30
13054,202007,22,4,0,4,0,13,13,52
13054,202008,45,15,0,11,2,9,24,97
13054,202009,1,0,0,0,1,1,24,98
13055,202004,2,0,0,0,0,0,0,2
13055,202005,7,7,0,1,0,2,1,9
13055,202006,5,0,0,1,0,2,2,14
13055,202007,8,2,0,5,0,7,7,22
13055,202008,12,2,0,1,4,4,8,34
13056,202001,0,1,0,0,0,0,0,0
13056,202003,0,4,0,0,0,0,0,0
13056,202004,4,4,0,1,0,4,1,4
13056,202005,10,11,0,1,0,6,2,14
13056,202006,19,12,0,7,0,5,9,33
13056,202007,42,18,0,6,0,12,15,75
13056,202008,35,24,1,10,0,3,25,110
13056,202009,1,0,2,0,1,1,25,111
13057,202004,1,0,0,0,0,0,0,1
13057,202005,3,10,0,2,0,0,2,4
13057,202006,13,3,0,4,0,4,6,17
13057,202007,16,5,0,5,0,5,11,33
13057,202008,9,7,1,0,1,3,11,42
13058,202004,0,2,0,0,0,0,0,0
13058,202005,1,2,0,0,0,1,0,1
13058,202006,1,4,0,1,0,1,1,2
13058,202007,1,6,0,0,0,0,1,3
13058,202008,2,4,0,0,0,0,1,5
13059,202003,0,4,0,0,0,0,0,0
13059,202004,3,3,0,0,0,2,0,3
13059,202005,3,2,0,2,0,0,2,6
13059,202006,9,6,0,1,0,3,3,15
13059,202007,15,9,0,0,0,9,3,30
13059,202008,2,9,0,0,1,1,3,32
13060,202003,0,2,0,0,0,0,0,0
13060,202004,1,1,0,0,0,1,0,1
13060,202005,1,1,0,0,0,1,0,2
13060,202006,5,3,0,0,0,3,0,7
13060,202007,4,5,0,1,0,1,1,11
13060,202008,12,7,0,0,3,8,1,23
13060,202009,0,0,1,0,0,0,1,23
13061,202001,0,2,0,0,0,0,0,0
13061,202002,0,2,0,0,0,0,0,0
13061,202003,0,4,0,0,0,0,0,0
13061,202004,11,13,0,3,0,7,3,11
13061,202005,49,28,0,17,0,15,20,60
13061,202006,122,74,2,15,0,40,35,182
13061,202007,116,83,0,12,0,39,47,298
13061,202008,104,65,9,8,13,33,55,402
13061,202009,6,5,6,0,6,6,55,408
13062,202003,0,1,0,0,0,0,0,0
13062,202004,0,2,0,0,0,0,0,0
13062,202005,1,0,0,0,0,0,0,1
13062,202006,0,2,0,0,0,0,0,1
13062,202007,0,1,0,0,0,0,0,1
13062,202008,1,2,1,0,0,0,0,2
13062,202009,0,0,1,0,0,0,0,2
13063,202003,1,4,0,0,0,1,0,1
13063,202004,6,6,0,3,0,5,3,7
13063,202005,63,36,1,13,0,24,16,70
13063,202006,83,54,6,14,0,18,30,153
13063,202007,128,56,2,31,0,47,61,281
13063,202008,156,74,7,18,12,39,79,437
13063,202009,1,0,9,0,1,1,79,438
13064,202003,0,2,0,0,0,0,0,0
13064,202004,1,0,0,0,0,1,0,1
13064,202005,2,2,0,0,0,2,0,3
13064,202006,3,3,1,1,0,2,1,6
13064,202007,11,3,0,4,0,5,5,17
13064,202008,5,2,0,2,1,1,7,22
13064,202009,0,0,1,0,0,0,7,22
13065,202003,0,1,0,0,0,0,0,0
13065,202004,3,3,0,0,0,2,0,3
13065,202005,2,1,0,0,0,1,0,5
13065,202006,11,6,1,2,0,6,2,16
13065,202007,6,6,0,3,0,2,5,22
13065,202008,8,5,0,1,0,0,6,30
13065,202009,0,1,0,0,0,0,6,30
13066,202003,0,1,0,0,0,0,0,0
13066,202005,7,2,1,3,0,5,3,7
13066,202006,15,3,0,4,0,2,7,22
13066,202007,1,1,0,0,0,0,7,23
13066,202008,14,7,1,3,3,5,10,37
13067,202003,0,2,0,0,0,0,0,0
13067,202004,22,4,0,10,0,13,10,22
13067,202005,26,7,0,9,0,6,19,48
13067,202006,24,10,0,4,0,10,23,72
13067,202007,34,19,1,4,0,13,27,106
13067,202008,55,23,0,9,5,15,36,161
13067,202009,3,2,1,0,3,3,36,164
13068,202004,0,1,0,0,0,0,0,0
13068,202006,1,0,0,1,0,0,1,1
13068,202007,3,3,1,2,0,1,3,4
13068,202008,4,1,0,0,0,0,3,8
13068,202009,1,0,0,0,1,1,3,9
13069,202001,0,1,0,0,0,0,0,0
13069,202003,4,18,0,0,0,4,0,4
13069,202004,40,34,0,6,0,24,6,44
13069,202005,186,74,5,40,0,80,46,230
13069,202006,179,134,1,28,0,52,74,409
13069,202007,160,147,6,16,0,50,90,569
13069,202008,251,234,8,11,46,66,101,820
13069,202009,8,9,15,0,8,8,101,828
13070,202004,2,2,0,1,0,1,1,2
13070,202005,15,5,0,1,0,5,2,17
13070,202006,9,10,0,4,0,2,6,26
13070,202007,14,7,0,2,0,6,8,40
13070,202008,23,9,1,4,3,13,12,63
13071,202004,0,1,1,0,0,0,0,0
13071,202005,0,1,0,0,0,0,0,0
13071,202007,1,1,0,0,0,1,0,1
13071,202008,3,0,0,0,1,2,0,4
13071,202009,0,1,0,0,0,0,0,4
13072,202003,0,1,0,0,0,0,0,0
13072,202004,1,1,0,0,0,0,0,1
13072,202005,10,6,0,3,0,6,3,11
13072,202006,12,10,0,1,0,5,4,23
13072,202007,37,21,1,9,0,9,13,60
13072,202008,17,10,0,1,0,2,14,77
13073,202004,0,3,0,0,0,0,0,0
13073,202005,0,2,0,0,0,0,0,0
13073,202006,4,2,0,1,0,0,1,4
13073,202007,7,2,0,5,0,0,6,11
13073,202008,5,3,1,0,0,0,6,16
13073,202009,1,0,0,0,1,1,6,17
13074,202002,0,1,0,0,0,0,0,0
13074,202003,0,2,0,0,0,0,0,0
13074,202004,10,5,0,5,0,7,5,10
13074,202005,27,9,0,5,0,17,10,37
13074,202006,11,12,1,3,0,6,13,48
13074,202007,54,16,0,16,0,20,29,102
13074,202008,43,15,1,1,2,11,30,145
13074,202009,0,0,3,0,0,0,30,145
13075,202001,0,1,0,0,0,0,0,0
13075,202004,3,2,0,1,0,3,1,3
13075,202005,41,14,0,8,0,17,9,44
13075,202006,31,13,0,4,0,21,13,75
13075,202007,23,15,0,3,0,2,16,98
13075,202008,8,11,2,1,4,5,17,106
13075,202009,2,0,0,0,2,2,17,108
13076,202001,0,1,0,0,0,0,0,0
13076,202003,0,15,0,0,0,0,0,0
13076,202004,16,17,0,7,0,13,7,16
13076,202005,65,45,1,15,0,27,22,81
13076,202006,100,59,2,20,0,38,42,181
13076,202007,80,51,4,19,0,25,61,261
13076,202008,152,70,9,19,20,39,80,413
13076,202009,6,6,8,0,5,5,80,419
13077,202001,0,1,0,0,0,0,0,0
13077,202002,0,2,0,0,0,0,0,0
13077,202003,3,15,0,0,0,3,0,3
13077,202004,19,27,0,5,0,15,5,22
13077,202005,67,37,0,13,0,25,18,89
13077,202006,94,75,4,16,0,37,34,183
13077,202007,256,144,3,47,0,103,81,439
13077,202008,265,117,10,50,24,61,131,704
13077,202009,5,4,2,0,5,5,131,709
13078,202004,3,0,0,0,0,3,0,3
13078,202005,7,2,1,2,0,6,2,10
13078,202006,3,2,0,1,0,1,3,13
13078,202007,1,1,0,0,0,0,3,14
13078,202008,0,1,0,0,0,0,3,14
13078,202009,0,1,0,0,0,0,3,14
13079,202005,0,1,0,0,0,0,0,0
13079,202007,4,1,0,0,0,1,0,4
13079,202008,1,1,0,0,0,1,0,5
13080,202004,0,1,0,0,0,0,0,0
13080,202006,3,2,0,0,0,0,0,3
13080,202007,4,0,0,1,0,1,1,7
13080,202008,2,0,0,1,1,1,2,9
13081,202001,0,1,0,0,0,0,0,0
13081,202003,0,3,0,0,0,0,0,0
13081,202004,1,2,0,1,0,0,1,1
13081,202005,0,2,0,0,0,0,1,1
13081,202006,4,6,1,0,0,2,1,5
13081,202007,31,8,0,10,0,14,11,36
13081,202008,37,12,2,1,4,12,12,73
13081,202009,0,1,0,0,0,0,12,73
13082,202004,7,2,0,1,0,6,1,7
13082,202005,17,9,0,4,0,5,5,24
13082,202006,18,4,0,1,0,6,6,42
13082,202007,22,11,1,9,0,7,15,64
13082,202008,24,17,0,5,4,8,20,88
13082,202009,6,1,1,0,6,6,20,94
13083,202001,0,1,0,0,0,0,0,0
13083,202003,1,8,0,0,0,1,0,1
13083,202004,2,10,0,1,0,1,1,3
13083,202005,30,19,0,6,0,14,7,33
13083,202006,49,51,0,3,0,16,10,82
13083,202007,88,67,3,12,0,36,22,170
13083,202008,100,74,3,10,16,26,32,270
13083,202009,4,6,1,0,4,4,32,274
13084,202003,0,1,0,0,0,0,0,0
13084,202004,1,2,0,0,0,0,0,1
13084,202005,2,2,0,1,0,2,1,3
13084,202006,6,2,0,1,0,0,2,9
13084,202007,7,0,0,0,0,4,2,16
13084,202008,26,4,0,2,2,4,4,42
13084,202009,1,0,0,0,1,1,4,43
14001,202003,1,3,0,1,0,1,1,1
14001,202004,1,37,0,0,0,0,1,2
14001,202005,1,4,0,0,0,1,1,3
14001,202006,5,9,0,0,0,1,1,8
14001,202007,6,4,0,2,0,1,3,14
14001,202008,4,3,0,0,1,1,3,18
14001,202009,0,0,1,0,0,0,3,18
14002,202002,0,1,0,0,0,0,0,0
14002,202003,0,3,0,0,0,0,0,0
14002,202004,0,9,0,0,0,0,0,0
14002,202005,2,6,0,0,0,1,0,2
14002,202006,11,9,2,2,0,5,2,13
14002,202007,19,33,1,5,0,5,7,32
14002,202008,17,6,0,0,3,5,7,49
14002,202009,2,0,1,0,2,2,7,51
14003,202004,0,4,0,0,0,0,0,0
14003,202005,2,9,0,0,0,1,0,2
14003,202006,8,15,0,3,0,5,3,10
14003,202007,20,15,1,9,0,8,12,30
14003,202008,9,16,0,3,2,3,15,39
14003,202009,0,1,1,0,0,0,15,39
14004,202003,0,1,0,0,0,0,0,0
14004,202006,6,3,0,0,0,1,0,6
14004,202007,2,3,0,0,0,2,0,8
14004,202009,0,0,1,0,0,0,0,8
14005,202003,0,2,0,0,0,0,0,0
14005,202004,0,7,0,0,0,0,0,0
14005,202005,0,2,0,0,0,0,0,0
14005,202006,4,2,1,1,0,2,1,4
14005,202007,7,3,0,2,0,2,3,11
14005,202008,1,2,2,0,0,0,3,12
14005,202009,0,0,1,0,0,0,3,12
14006,202003,1,1,0,0,0,0,0,1
14006,202004,9,43,0,0,0,8,0,10
14006,202005,1,13,1,1,0,1,1,11
14006,202006,9,19,1,3,0,3,4,20
14006,202007,26,18,0,5,0,16,9,46
14006,202008,53,21,9,6,10,14,15,99
14006,202009,1,0,2,0,0,0,15,100
14007,202004,0,3,0,0,0,0,0,0
14007,202005,0,1,0,0,0,0,0,0
14007,202006,5,2,0,3,0,0,3,5
14007,202007,1,2,1,1,0,1,4,6
14007,202008,0,1,0,0,0,0,4,6
14008,202003,0,3,0,0,0,0,0,0
14008,202004,0,21,0,0,0,0,0,0
14008,202005,2,14,0,0,0,1,0,2
14008,202006,9,19,0,1,0,1,1,11
14008,202007,30,40,3,4,0,6,5,41
14008,202008,15,20,1,1,4,4,6,56
14008,202009,0,0,5,0,0,0,6,56
14009,202003,0,2,0,0,0,0,0,0
14009,202004,0,6,0,0,0,0,0,0
14009,202005,2,3,0,0,0,2,0,2
14009,202006,4,9,0,0,0,1,0,6
14009,202007,2,6,0,1,0,0,1,8
14009,202008,3,3,1,1,2,2,2,11
14010,202004,0,5,0,0,0,0,0,0
14010,202005,3,5,0,0,0,3,0,3
14010,202006,24,7,1,0,0,0,0,27
14010,202007,5,4,0,0,0,1,0,32
14010,202008,0,1,1,0,0,0,0,32
14010,202009,0,0,1,0,0,0,0,32
14011,202003,0,2,0,0,0,0,0,0
14011,202004,0,8,0,0,0,0,0,0
14011,202007,1,0,0,1,0,1,1,1
14011,202008,4,1,0,1,0,0,2,5
14011,202009,0,0,1,0,0,0,2,5
14012,202004,0,2,0,0,0,0,0,0
14012,202006,2,0,1,1,0,0,1,2
14012,202007,1,0,1,0,0,0,1,3
14013,202003,0,1,0,0,0,0,0,0
14013,202004,0,11,0,0,0,0,0,0
14013,202005,9,55,5,0,0,9,0,9
14013,202006,22,96,5,1,0,5,1,31
14013,202007,53,56,3,1,0,35,2,84
14013,202008,87,121,7,3,15,26,5,171
14013,202009,1,0,32,0,1,1,5,172
14014,202003,0,1,0,0,0,0,0,0
14014,202004,0,1,0,0,0,0,0,0
14014,202005,0,5,0,0,0,0,0,0
14014,202006,2,2,1,0,0,1,0,2
14014,202007,0,1,0,0,0,0,0,2
14014,202008,1,2,0,0,1,1,0,3
14015,202001,0,5,0,0,0,0,0,0
14015,202002,0,5,0,0,0,0,0,0
14015,202003,0,17,0,0,0,0,0,0
14015,202004,1,45,0,0,0,1,0,1
14015,202005,5,44,0,0,0,5,0,6
14015,202006,48,59,1,6,0,10,6,54
14015,202007,85,57,1,12,0,29,18,139
14015,202008,101,60,6,10,4,18,28,240
14015,202009,1,0,5,0,1,1,28,241
14016,202004,0,6,0,0,0,0,0,0
14016,202005,2,9,0,1,0,0,1,2
14016,202006,8,15,3,0,0,3,1,10
14016,202007,11,14,0,2,0,5,3,21
14016,202008,8,6,2,0,1,2,3,29
14016,202009,0,1,2,0,0,0,3,29
14017,202003,0,7,0,0,0,0,0,0
14017,202004,0,1,0,0,0,0,0,0
14017,202005,6,7,1,1,0,5,1,6
14017,202006,2,2,0,1,0,0,2,8
14017,202007,4,0,0,1,0,2,3,12
14017,202008,4,0,0,0,1,1,3,16
14018,202002,0,1,0,0,0,0,0,0
14018,202003,0,4,0,0,0,0,0,0
14018,202004,2,33,0,1,0,0,1,2
14018,202005,10,128,1,4,0,6,5,12
14018,202006,50,77,2,5,0,8,10,62
14018,202007,54,51,3,8,0,23,18,116
14018,202008,89,68,6,14,16,21,32,205
14018,202009,1,2,14,0,1,1,32,206
14019,202001,0,1,0,0,0,0,0,0
14019,202004,0,2,0,0,0,0,0,0
14019,202005,0,4,0,0,0,0,0,0
14019,202006,0,2,0,0,0,0,0,0
14019,202007,2,5,0,0,0,1,0,2
14019,202008,11,9,0,0,4,4,0,13
14020,202003,0,1,0,0,0,0,0,0
14020,202005,0,3,0,0,0,0,0,0
14020,202006,4,0,0,0,0,2,0,4
14020,202007,5,0,1,0,0,3,0,9
14020,202008,2,1,0,1,0,0,1,11
14021,202001,0,2,0,0,0,0,0,0
14021,202004,0,10,0,0,0,0,0,0
14021,202005,0,1,0,0,0,0,0,0
14021,202006,4,5,1,0,0,3,0,4
14021,202007,14,5,2,5,0,8,5,18
14021,202008,40,7,2,8,2,6,13,58
14021,202009,0,0,1,0,0,0,13,58
14022,202003,0,9,0,0,0,0,0,0
14022,202004,0,14,0,0,0,0,0,0
14022,202005,2,20,1,1,0,0,1,2
14022,202006,28,9,0,7,0,5,8,30
14022,202007,33,16,2,11,0,11,19,63
14022,202008,21,6,6,7,0,3,26,84
14023,202003,0,23,0,0,0,0,0,0
14023,202004,0,25,0,0,0,0,0,0
14023,202005,27,212,5,3,0,20,3,27
14023,202006,126,188,5,6,0,27,9,153
14023,202007,184,147,6,14,0,65,23,337
14023,202008,274,169,3,21,50,81,44,611
14023,202009,5,2,11,0,5,5,44,616
14024,202003,0,2,0,0,0,0,0,0
14024,202004,1,16,0,0,0,0,0,1
14024,202005,4,19,0,2,0,3,2,5
14024,202006,21,2,0,5,0,4,7,26
14024,202007,13,11,0,3,0,5,10,39
14024,202008,24,3,1,5,3,3,15,63
14024,202009,0,0,1,0,0,0,15,63
14025,202004,2,9,0,1,0,2,1,2
14025,202005,18,112,1,1,0,9,2,20
14025,202006,16,24,0,1,0,6,3,36
14025,202007,21,32,0,1,0,8,4,57
14025,202008,33,28,2,0,10,18,4,90
14025,202009,1,0,5,0,1,1,4,91
14026,202003,0,1,0,0,0,0,0,0
14026,202004,0,1,0,0,0,0,0,0
14026,202007,0,1,0,0,0,0,0,0
14026,202008,6,0,0,1,0,0,1,6
14026,202009,0,0,2,0,0,0,1,6
14027,202003,0,3,0,0,0,0,0,0
14027,202004,0,3,0,0,0,0,0,0
14027,202005,0,1,0,0,0,0,0,0
14027,202006,0,3,0,0,0,0,0,0
14027,202007,9,1,0,2,0,2,2,9
14027,202008,7,5,0,0,2,3,2,16
14028,202003,10,21,0,0,0,8,0,10
14028,202004,0,12,0,0,0,0,0,10
14028,202006,0,1,0,0,0,0,0,10
14028,202007,2,1,1,0,0,0,0,12
14028,202008,2,0,0,1,0,0,1,14
14029,202003,0,3,0,0,0,0,0,0
14029,202004,0,5,0,0,0,0,0,0
14029,202005,2,11,0,0,0,2,0,2
14029,202006,4,5,0,0,0,1,0,6
14029,202007,3,6,0,0,0,2,0,9
14029,202008,6,14,0,0,0,1,0,15
14030,202003,0,2,0,0,0,0,0,0
14030,202004,0,13,0,0,0,0,0,0
14030,202005,1,21,2,0,0,1,0,1
14030,202006,23,41,1,3,0,4,3,24
14030,202007,5,19,1,2,0,1,5,29
14030,202008,18,21,2,1,1,2,6,47
14030,202009,0,1,0,0,0,0,6,47
14031,202004,0,1,0,0,0,0,0,0
14031,202006,2,1,0,2,0,2,2,2
14032,202004,0,7,0,0,0,0,0,0
14032,202005,1,0,0,1,0,1,1,1
14032,202006,3,7,0,0,0,0,1,4
14032,202008,0,2,0,0,0,0,1,4
14033,202004,1,2,0,1,0,1,1,1
14033,202005,3,14,0,0,0,0,1,4
14033,202006,5,0,0,2,0,2,3,9
14033,202007,2,5,3,1,0,0,4,11
14033,202008,7,0,1,2,0,3,6,18
14034,202004,0,7,0,0,0,0,0,0
14034,202009,0,0,1,0,0,0,0,0
14035,202003,0,1,0,0,0,0,0,0
14035,202004,0,6,0,0,0,0,0,0
14035,202005,2,25,0,1,0,1,1,2
14035,202006,6,6,0,1,0,3,2,8
14035,202007,9,3,0,5,0,1,7,17
14035,202008,13,18,2,0,1,5,7,30
14035,202009,0,0,5,0,0,0,7,30
14036,202003,0,2,0,0,0,0,0,0
14036,202004,0,4,0,0,0,0,0,0
14036,202005,0,3,0,0,0,0,0,0
14036,202006,2,1,0,0,0,2,0,2
14036,202007,2,3,0,0,0,1,0,4
14036,202008,2,4,1,1,0,1,1,6
14037,202001,0,2,0,0,0,0,0,0
14037,202003,1,1,0,1,0,1,1,1
14037,202004,2,22,0,0,0,0,1,3
14037,202005,2,39,0,1,0,0,2,5
14037,202006,3,16,0,1,0,1,3,8
14037,202007,16,19,3,2,0,5,5,24
14037,202008,25,13,5,1,3,5,6,49
14037,202009,0,0,4,0,0,0,6,49
14038,202004,0,5,0,0,0,0,0,0
14038,202005,0,1,0,0,0,0,0,0
14038,202006,1,1,0,0,0,0,0,1
14038,202007,0,1,1,0,0,0,0,1
14038,202008,1,0,0,0,1,1,0,2
14039,202001,0,101,0,0,0,0,0,0
14039,202002,0,52,0,0,0,0,0,0
14039,202003,43,356,0,2,0,20,2,43
14039,202004,77,917,2,14,0,39,16,120
14039,202005,594,1514,67,107,0,375,123,714
14039,202006,2023,2234,164,341,0,710,464,2737
14039,202007,2291,2636,173,292,0,699,756,5028
14039,202008,1808,1684,245,173,375,617,929,6836
14039,202009,72,77,183,0,69,69,929,6908
14040,202004,0,3,0,0,0,0,0,0
14040,202007,1,0,0,0,0,0,0,1
14041,202004,1,2,0,1,0,1,1,1
14041,202005,0,11,0,0,0,0,1,1
14041,202006,0,1,0,0,0,0,1,1
14041,202007,2,6,0,0,0,0,1,3
14041,202008,0,1,0,0,0,0,1,3
14042,202004,0,1,0,0,0,0,0,0
14042,202005,0,4,0,0,0,0,0,0
14042,202006,5,5,0,0,0,4,0,5
14042,202007,1,2,0,0,0,1,0,6
14042,202008,3,2,0,1,1,1,1,9
14043,202003,0,2,0,0,0,0,0,0
14043,202004,0,18,0,0,0,0,0,0
14043,202005,1,2,0,0,0,1,0,1
14043,202006,9,9,0,1,0,0,1,10
14043,202007,19,3,2,2,0,9,3,29
14043,202008,26,9,1,2,0,3,5,55
14043,202009,0,0,1,0,0,0,5,55
14044,202001,0,1,0,0,0,0,0,0
14044,202004,1,4,0,1,0,1,1,1
14044,202005,2,25,0,1,0,2,2,3
14044,202006,12,15,0,1,0,3,3,15
14044,202007,14,16,1,1,0,5,4,29
14044,202008,13,15,4,5,2,5,9,42
14044,202009,2,0,2,0,2,2,9,44
14045,202001,0,2,0,0,0,0,0,0
14045,202002,0,1,0,0,0,0,0,0
14045,202003,0,2,0,0,0,0,0,0
14045,202004,0,5,0,0,0,0,0,0
14045,202005,0,15,0,0,0,0,0,0
14045,202006,0,0,1,0,0,0,0,0
14045,202007,5,8,0,3,0,0,3,5
14045,202008,3,5,1,0,0,0,3,8
14045,202009,0,0,1,0,0,0,3,8
14046,202003,0,1,0,0,0,0,0,0
14046,202004,0,8,0,0,0,0,0,0
14046,202005,5,6,0,0,0,5,0,5
14046,202006,3,9,0,1,0,0,1,8
14046,202007,4,9,0,2,0,1,3,12
14046,202008,5,5,0,0,0,2,3,17
14046,202009,0,0,1,0,0,0,3,17
14047,202003,0,1,0,0,0,0,0,0
14047,202004,4,13,0,0,0,0,0,4
14047,202005,1,8,1,0,0,0,0,5
14047,202006,5,4,0,1,0,1,1,10
14047,202007,10,10,0,1,0,6,2,20
14047,202008,16,24,5,1,2,3,3,36
14047,202009,0,1,1,0,0,0,3,36
14048,202003,0,1,0,0,0,0,0,0
14048,202004,1,17,0,0,0,0,0,1
14048,202005,1,3,0,1,0,1,1,2
14048,202006,5,12,0,1,0,5,2,7
14048,202007,9,2,0,2,0,1,4,16
14048,202008,5,9,0,0,1,3,4,21
14048,202009,0,0,2,0,0,0,4,21
14049,202004,0,3,0,0,0,0,0,0
14049,202005,1,2,0,0,0,1,0,1
14049,202006,1,1,0,0,0,0,0,2
14049,202008,1,0,0,0,1,1,0,3
14050,202003,0,7,0,0,0,0,0,0
14050,202004,0,15,0,0,0,0,0,0
14050,202005,3,19,0,0,0,2,0,3
14050,202006,26,56,1,5,0,9,5,29
14050,202007,16,23,1,2,0,11,7,45
14050,202008,9,13,0,0,4,5,7,54
14050,202009,0,1,3,0,0,0,7,54
14051,202004,2,13,0,0,0,1,0,2
14051,202005,4,12,0,0,0,2,0,6
14051,202006,17,14,0,3,0,6,3,23
14051,202007,11,9,1,2,0,4,5,34
14051,202008,8,4,2,2,0,2,7,42
14051,202009,0,0,1,0,0,0,7,42
14052,202004,0,3,0,0,0,0,0,0
14052,202005,0,1,0,0,0,0,0,0
14052,202007,1,1,0,0,0,0,0,1
14052,202008,0,1,0,0,0,0,0,1
14053,202001,0,2,0,0,0,0,0,0
14053,202002,0,6,0,0,0,0,0,0
14053,202003,1,17,0,0,0,1,0,1
14053,202004,1,43,0,0,0,1,0,2
14053,202005,15,80,0,0,0,13,0,17
14053,202006,58,48,0,9,0,26,9,75
14053,202007,129,133,2,28,0,60,37,204
14053,202008,101,109,12,18,9,23,55,305
14053,202009,2,2,14,0,2,2,55,307
14054,202003,0,1,0,0,0,0,0,0
14054,202004,0,6,0,0,0,0,0,0
14054,202005,0,1,0,0,0,0,0,0
14054,202006,0,3,0,0,0,0,0,0
14054,202007,3,2,0,1,0,1,1,3
14054,202008,5,0,2,0,0,0,1,8
14054,202009,0,0,2,0,0,0,1,8
14055,202003,0,2,0,0,0,0,0,0
14055,202004,0,8,0,0,0,0,0,0
14055,202005,0,2,0,0,0,0,0,0
14055,202006,3,4,0,1,0,2,1,3
14055,202007,6,3,1,0,0,1,1,9
14055,202008,8,6,0,1,1,1,2,17
14056,202004,0,8,0,0,0,0,0,0
14056,202007,0,1,0,0,0,0,0,0
14057,202004,0,5,0,0,0,0,0,0
14057,202007,2,0,0,2,0,2,2,2
14057,202008,1,5,0,0,0,0,2,3
14057,202009,0,0,2,0,0,0,2,3
14058,202004,0,3,0,0,0,0,0,0
14058,202005,5,32,0,0,0,4,0,5
14058,202006,3,3,0,0,0,1,0,8
14058,202007,13,5,0,2,0,4,2,21
14058,202008,22,11,0,1,2,3,3,43
14058,202009,0,0,2,0,0,0,3,43
14059,202004,0,4,0,0,0,0,0,0
14059,202006,0,3,0,0,0,0,0,0
14059,202007,0,2,0,0,0,0,0,0
14059,202008,16,8,1,0,5,10,0,16
14059,202009,0,0,2,0,0,0,0,16
14060,202001,0,1,0,0,0,0,0,0
14060,202003,0,1,0,0,0,0,0,0
14060,202005,0,1,0,0,0,0,0,0
14060,202007,1,3,0,0,0,1,0,1
14060,202008,6,2,1,0,1,1,0,7
14061,202004,0,3,0,0,0,0,0,0
14061,202005,2,6,0,0,0,1,0,2
14061,202006,1,5,0,0,0,0,0,3
