cve_munedo,Periodo,confirmados,negativos,sospechoso,defuncion,activos,Activos_periodo,Muerte_acumuladas,Confirmados_acumulados
26012,202004,0,4,0,0,0,0,0,0
26012,202005,11,3,0,1,0,7,1,11
26012,202006,18,4,2,4,0,10,5,29
26012,202007,27,19,1,9,0,16,14,56
26012,202008,28,68,0,4,3,4,18,84
26012,202009,0,0,22,0,0,0,18,84
26013,202004,0,1,0,0,0,0,0,0
26013,202006,0,1,0,0,0,0,0,0
26013,202007,1,0,1,0,0,1,0,1
26013,202008,1,3,1,0,0,0,0,2
26013,202009,0,0,7,0,0,0,0,2
26014,202003,0,1,0,0,0,0,0,0
26014,202005,1,0,0,0,0,1,0,1
26014,202006,6,6,0,1,0,3,1,7
26014,202007,8,12,2,0,0,1,1,15
26014,202008,0,0,1,0,0,0,1,15
26015,202005,4,2,0,0,0,2,0,4
26015,202006,2,0,0,1,0,0,1,6
26016,202005,1,1,0,0,0,1,0,1
26016,202006,12,3,0,1,0,5,1,13
26016,202007,3,2,0,0,0,1,1,16
26016,202008,0,1,7,0,0,0,1,16
26017,202003,0,3,0,0,0,0,0,0
26017,202004,16,63,1,5,0,9,5,16
26017,202005,79,193,9,10,0,29,15,95
26017,202006,372,308,61,16,0,135,31,467
26017,202007,332,278,106,20,0,117,51,799
26017,202008,164,346,53,2,33,49,53,963
26017,202009,0,0,69,0,0,0,53,963
26018,202001,0,5,0,0,0,0,0,0
26018,202002,0,1,0,0,0,0,0,0
26018,202003,4,36,0,0,0,3,0,4
26018,202004,28,95,1,3,0,19,3,32
26018,202005,732,178,65,86,0,364,89,764
26018,202006,1295,438,40,295,0,409,384,2059
26018,202007,871,469,22,134,0,191,518,2930
26018,202008,418,640,97,34,62,102,552,3348
26018,202009,0,0,98,0,0,0,552,3348
26019,202003,0,1,0,0,0,0,0,0
26019,202004,0,4,0,0,0,0,0,0
26019,202005,30,20,1,1,0,9,1,30
26019,202006,90,19,7,8,0,31,9,120
26019,202007,86,24,4,9,0,26,18,206
26019,202008,28,39,1,1,2,9,19,234
26019,202009,0,0,7,0,0,0,19,234
26020,202004,1,0,0,0,0,1,0,1
26020,202005,1,2,0,1,0,1,1,2
26020,202007,1,2,0,0,0,0,1,3
26020,202008,1,0,0,0,0,0,1,4
26021,202006,1,0,0,0,0,0,0,1
26021,202007,0,2,0,0,0,0,0,1
26022,202005,0,1,0,0,0,0,0,0
26022,202006,1,0,0,0,0,0,0,1
26022,202007,1,0,0,0,0,0,0,2
26023,202005,1,1,0,1,0,1,1,1
26023,202006,5,5,1,0,0,0,1,6
26023,202007,6,7,1,1,0,1,2,12
26023,202008,3,1,0,0,1,1,2,15
26024,202006,2,0,0,0,0,0,0,2
26024,202007,2,0,0,0,0,0,0,4
26024,202008,1,1,1,0,0,1,0,5
26025,202003,0,1,0,0,0,0,0,0
26025,202004,0,10,0,0,0,0,0,0
26025,202005,5,3,0,1,0,2,1,5
26025,202006,80,19,4,20,0,34,21,85
26025,202007,106,27,3,30,0,35,51,191
26025,202008,28,79,23,4,2,10,55,219
26025,202009,0,0,18,0,0,0,55,219
26026,202003,0,2,0,0,0,0,0,0
26026,202004,5,6,0,0,0,3,0,5
26026,202005,12,10,1,4,0,6,4,17
26026,202006,41,15,1,15,0,9,19,58
26026,202007,45,14,3,11,0,9,30,103
26026,202008,26,16,1,5,5,9,35,129
26027,202003,0,1,0,0,0,0,0,0
26027,202006,11,2,0,3,0,1,3,11
26027,202007,2,0,0,1,0,2,4,13
26027,202008,0,1,0,0,0,0,4,13
26028,202006,4,0,0,0,0,1,0,4
26029,202003,2,14,0,0,0,0,0,2
26029,202004,11,15,0,3,0,10,3,13
26029,202005,77,44,6,13,0,31,16,90
26029,202006,378,108,12,70,0,149,86,468
26029,202007,330,193,18,79,0,87,165,798
26029,202008,137,205,61,18,18,34,183,935
26029,202009,2,0,48,0,1,1,183,937
26030,202001,0,14,0,0,0,0,0,0
26030,202002,0,14,0,0,0,0,0,0
26030,202003,13,186,4,0,0,6,0,13
26030,202004,76,464,13,7,0,53,7,89
26030,202005,1415,1601,87,85,0,770,92,1504
26030,202006,3105,1645,124,385,0,1207,477,4609
26030,202007,3450,1913,246,342,0,569,819,8059
26030,202008,1376,2231,236,53,183,321,872,9435
26030,202009,0,0,173,0,0,0,872,9435
26031,202006,1,1,0,0,0,0,0,1
26031,202007,0,2,1,0,0,0,0,1
26031,202008,0,1,0,0,0,0,0,1
26032,202005,0,1,0,0,0,0,0,0
26032,202006,1,1,0,0,0,1,0,1
26032,202007,0,1,0,0,0,0,0,1
26032,202008,1,4,0,0,0,0,0,2
26033,202003,0,6,0,0,0,0,0,0
26033,202004,16,35,0,4,0,2,4,16
26033,202005,17,42,0,3,0,8,7,33
26033,202006,91,39,1,17,0,31,24,124
26033,202007,101,33,8,26,0,24,50,225
26033,202008,56,28,12,8,15,21,58,281
26033,202009,0,0,3,0,0,0,58,281
26034,202003,0,1,0,0,0,0,0,0
26034,202006,1,0,0,0,0,1,0,1
26034,202007,0,1,0,0,0,0,0,1
26035,202004,1,0,0,1,0,1,1,1
26035,202005,0,1,0,0,0,0,1,1
26035,202006,9,2,0,2,0,3,3,10
26035,202007,6,1,2,3,0,0,6,16
26035,202008,5,0,1,0,0,1,6,21
26035,202009,0,0,6,0,0,0,6,21
26036,202003,1,0,0,1,0,1,1,1
26036,202004,1,13,0,1,0,0,2,2
26036,202005,29,16,0,4,0,19,6,31
26036,202006,78,20,2,12,0,27,18,109
26036,202007,49,11,5,8,0,4,26,158
26036,202008,7,11,1,0,0,2,26,165
26036,202009,0,0,2,0,0,0,26,165
26037,202005,1,2,0,0,0,1,0,1
26037,202006,0,1,0,0,0,0,0,1
26037,202008,0,2,0,0,0,0,0,1
26038,202004,0,1,0,0,0,0,0,0
26038,202005,2,6,0,1,0,0,1,2
26038,202006,9,5,1,2,0,4,3,11
26038,202007,9,3,1,2,0,2,5,20
26038,202008,4,8,1,0,0,2,5,24
26039,202004,0,1,0,0,0,0,0,0
26039,202006,3,4,3,0,0,1,0,3
26039,202007,6,0,0,1,0,0,1,9
26039,202008,1,4,2,1,0,0,2,10
26039,202009,0,0,3,0,0,0,2,10
26040,202005,0,1,0,0,0,0,0,0
26040,202006,6,1,1,0,0,3,0,6
26040,202007,0,2,0,0,0,0,0,6
26041,202003,0,2,0,0,0,0,0,0
26041,202005,31,12,0,0,0,7,0,31
26041,202006,8,7,0,1,0,4,1,39
26041,202007,17,12,1,3,0,2,4,56
26041,202008,7,3,1,0,0,1,4,63
26042,202003,2,16,0,0,0,2,0,2
26042,202004,11,37,0,0,0,8,0,13
26042,202005,186,78,0,40,0,87,40,199
26042,202006,325,110,5,41,0,118,81,524
26042,202007,206,137,27,27,0,33,108,730
26042,202008,124,149,33,9,33,49,117,854
26042,202009,0,0,27,0,0,0,117,854
26043,202003,1,15,0,1,0,1,1,1
26043,202004,31,71,0,4,0,22,5,32
26043,202005,497,206,12,56,0,274,61,529
26043,202006,1083,389,20,142,0,312,203,1612
26043,202007,336,262,19,39,0,33,242,1948
26043,202008,64,183,15,8,4,19,250,2012
26043,202009,0,1,11,0,0,0,250,2012
26044,202004,0,1,0,0,0,0,0,0
26044,202005,1,2,0,0,0,1,0,1
26044,202006,1,0,0,0,0,0,0,2
26044,202007,1,1,0,0,0,1,0,3
26044,202008,0,0,1,0,0,0,0,3
26045,202004,1,1,0,1,0,0,1,1
26045,202005,0,1,0,0,0,0,1,1
26045,202006,0,1,0,0,0,0,1,1
26046,202005,1,1,1,0,0,0,0,1
26046,202007,1,0,0,0,0,1,0,2
26046,202008,0,1,0,0,0,0,0,2
26047,202004,0,2,0,0,0,0,0,0
26047,202005,9,11,0,0,0,9,0,9
26047,202006,28,17,1,2,0,12,2,37
26047,202007,26,25,3,0,0,4,2,63
26047,202008,5,18,0,1,0,0,3,68
26047,202009,0,0,2,0,0,0,3,68
26048,202003,0,5,0,0,0,0,0,0
26048,202004,2,11,0,0,0,1,0,2
26048,202005,7,9,0,1,0,1,1,9
26048,202006,34,34,4,4,0,19,5,43
26048,202007,60,26,10,8,0,19,13,103
26048,202008,50,22,16,11,4,17,24,153
26048,202009,0,0,16,0,0,0,24,153
26049,202005,2,0,0,0,0,2,0,2
26049,202006,3,0,0,0,0,0,0,5
26049,202007,0,1,0,0,0,0,0,5
26049,202008,0,1,0,0,0,0,0,5
26050,202006,3,2,0,0,0,3,0,3
26050,202007,1,0,0,0,0,0,0,4
26050,202008,1,0,0,1,0,0,1,5
26051,202005,1,0,0,0,0,0,0,1
26051,202006,1,1,0,1,0,1,1,2
26051,202007,7,14,0,1,0,1,2,9
26051,202008,2,1,1,0,0,0,2,11
26052,202004,0,1,0,0,0,0,0,0
26052,202005,1,2,0,0,0,1,0,1
26052,202006,10,8,0,2,0,0,2,11
26052,202007,3,8,6,0,0,0,2,14
26052,202008,1,2,0,0,0,0,2,15
26053,202006,1,2,0,0,0,1,0,1
26053,202007,2,0,1,0,0,2,0,3
26053,202008,1,0,1,0,0,0,0,4
26054,202007,3,2,0,0,0,0,0,3
26055,202001,0,6,0,0,0,0,0,0
26055,202002,0,6,0,0,0,0,0,0
26055,202003,8,21,0,1,0,7,1,8
26055,202004,160,109,1,24,0,42,25,168
26055,202005,339,106,6,60,0,135,85,507
26055,202006,498,206,20,62,0,156,147,1005
26055,202007,361,133,40,42,0,79,189,1366
26055,202008,219,421,124,16,19,59,205,1585
26055,202009,0,0,40,0,0,0,205,1585
26056,202005,4,1,0,1,0,4,1,4
26056,202006,10,3,0,3,0,0,4,14
26056,202007,2,2,0,0,0,1,4,16
26056,202008,1,8,2,0,0,0,4,17
26058,202003,0,1,0,0,0,0,0,0
26058,202004,0,1,0,0,0,0,0,0
26058,202005,16,16,0,1,0,7,1,16
26058,202006,50,46,0,2,0,20,3,66
26058,202007,28,15,2,5,0,4,8,94
26058,202008,6,19,3,1,1,1,9,100
26058,202009,0,0,3,0,0,0,9,100
26059,202006,1,0,0,0,0,1,0,1
26059,202007,1,1,0,0,0,0,0,2
26060,202003,1,0,0,1,0,1,1,1
26060,202004,2,2,0,0,0,0,1,3
26060,202006,1,0,0,0,0,0,1,4
26060,202007,1,0,1,0,0,1,1,5
26061,202007,0,0,1,0,0,0,0,0
26062,202007,1,1,1,0,0,1,0,1
26062,202008,0,0,1,0,0,0,0,1
26063,202006,2,0,0,0,0,0,0,2
26063,202007,0,1,0,0,0,0,0,2
26064,202005,0,2,0,0,0,0,0,0
26064,202006,6,4,0,0,0,0,0,6
26064,202007,0,1,0,0,0,0,0,6
26064,202008,0,2,0,0,0,0,0,6
26065,202005,1,5,0,0,0,1,0,1
26065,202007,2,1,0,0,0,0,0,3
26066,202004,0,1,0,0,0,0,0,0
26066,202005,5,3,0,0,0,2,0,5
26066,202006,6,5,0,0,0,5,0,11
26066,202007,15,5,4,2,0,0,2,26
26066,202008,6,6,10,1,0,1,3,32
26066,202009,0,0,1,0,0,0,3,32
26067,202004,0,1,0,0,0,0,0,0
26067,202006,4,0,0,0,0,2,0,4
26067,202007,1,0,0,0,0,1,0,5
26068,202004,1,0,0,0,0,1,0,1
26068,202005,0,2,0,0,0,0,0,1
26068,202008,0,0,2,0,0,0,0,1
26069,202006,2,1,0,0,0,1,0,2
26069,202007,20,18,0,0,0,2,0,22
26070,202004,1,0,0,0,0,0,0,1
26070,202005,13,5,1,1,0,6,1,14
26070,202006,33,16,2,6,0,6,7,47
26070,202007,17,8,6,2,0,4,9,64
26070,202008,13,10,1,0,1,2,9,77
26070,202009,0,0,13,0,0,0,9,77
26071,202005,12,5,1,5,0,3,5,12
26071,202006,13,3,0,8,0,3,13,25
26071,202007,10,1,0,7,0,4,20,35
26071,202008,7,3,0,3,0,0,23,42
26072,202005,0,2,0,0,0,0,0,0
26072,202006,13,3,0,8,0,7,8,13
26072,202007,13,5,0,7,0,4,15,26
26072,202008,6,29,8,1,0,1,16,32
26999,202001,0,1,0,0,0,0,0,0
26999,202004,1,0,0,0,0,0,0,1
26999,202005,1,1,0,1,0,0,1,2
26999,202006,1,0,0,0,0,0,1,3
27001,202003,0,1,0,0,0,0,0,0
27001,202004,7,18,0,2,0,2,2,7
27001,202005,34,36,0,1,0,18,3,41
27001,202006,175,83,1,9,0,79,12,216
27001,202007,302,92,0,24,0,64,36,518
27001,202008,112,73,5,4,9,19,40,630
27001,202009,0,0,3,0,0,0,40,630
27002,202001,0,1,0,0,0,0,0,0
27002,202003,3,10,0,1,0,2,1,3
27002,202004,79,45,0,15,0,37,16,82
27002,202005,202,204,2,43,0,83,59,284
27002,202006,530,544,1,52,0,135,111,814
27002,202007,444,330,7,61,0,123,172,1258
27002,202008,406,886,11,20,50,109,192,1664
27002,202009,24,19,96,0,17,17,192,1688
27003,202003,0,2,0,0,0,0,0,0
27003,202004,16,11,0,2,0,8,2,16
27003,202005,79,57,0,15,0,31,17,95
27003,202006,180,172,1,15,0,61,32,275
27003,202007,236,171,0,29,0,76,61,511
27003,202008,130,133,3,11,25,34,72,641
27003,202009,5,8,15,0,4,4,72,646
27004,202001,0,2,0,0,0,0,0,0
27004,202002,0,4,0,0,0,0,0,0
27004,202003,52,209,0,4,0,42,4,52
27004,202004,686,656,1,133,0,324,137,738
27004,202005,1768,2037,3,252,0,599,389,2506
27004,202006,3051,2909,3,226,0,1027,615,5557
27004,202007,5004,3502,55,369,0,1607,984,10561
27004,202008,2867,3659,216,109,403,679,1093,13428
27004,202009,87,87,292,0,69,69,1093,13515
27005,202003,5,8,0,1,0,4,1,5
27005,202004,54,52,0,14,0,29,15,59
27005,202005,135,96,0,44,0,34,59,194
27005,202006,320,196,0,44,0,107,103,514
27005,202007,415,177,2,60,0,89,163,929
27005,202008,193,182,4,16,23,45,179,1122
27005,202009,3,3,18,0,3,3,179,1125
27006,202003,0,2,0,0,0,0,0,0
27006,202004,32,25,0,2,0,16,2,32
27006,202005,122,100,0,10,0,49,12,154
27006,202006,289,174,1,17,0,104,29,443
27006,202007,519,269,6,35,0,101,64,962
27006,202008,228,227,5,9,10,33,73,1190
27006,202009,4,9,25,0,4,4,73,1194
27007,202003,2,2,0,0,0,2,0,2
27007,202004,3,13,0,0,0,2,0,5
27007,202005,25,26,0,2,0,12,2,30
27007,202006,117,35,0,18,0,56,20,147
27007,202007,230,74,1,23,0,27,43,377
27007,202008,55,68,1,1,3,9,44,432
27007,202009,1,0,6,0,1,1,44,433
27008,202003,1,4,0,0,0,1,0,1
27008,202004,28,12,0,10,0,7,10,29
27008,202005,80,74,0,24,0,24,34,109
27008,202006,261,202,0,35,0,69,69,370
27008,202007,275,141,0,40,0,43,109,645
27008,202008,128,173,2,8,14,31,117,773
27008,202009,3,8,8,0,2,2,117,776
27009,202003,1,2,0,1,0,1,1,1
27009,202004,25,16,0,5,0,8,6,26
27009,202005,58,46,0,7,0,18,13,84
27009,202006,140,166,0,13,0,39,26,224
27009,202007,175,144,2,14,0,54,40,399
27009,202008,103,74,5,5,4,18,45,502
27009,202009,2,1,3,0,2,2,45,504
27010,202003,1,3,0,0,0,0,0,1
27010,202004,39,26,0,6,0,20,6,40
27010,202005,128,138,0,13,0,67,19,168
27010,202006,353,334,0,28,0,108,47,521
27010,202007,450,338,7,30,0,114,77,971
27010,202008,205,260,24,10,28,54,87,1176
27010,202009,3,6,36,0,3,3,87,1179
27011,202003,0,1,0,0,0,0,0,0
27011,202004,1,5,0,0,0,1,0,1
27011,202005,19,29,0,2,0,6,2,20
27011,202006,43,58,0,3,0,18,5,63
27011,202007,210,106,2,7,0,56,12,273
27011,202008,80,53,5,1,12,18,13,353
27011,202009,0,0,3,0,0,0,13,353
27012,202003,0,1,0,0,0,0,0,0
27012,202004,31,23,0,13,0,15,13,31
27012,202005,224,143,0,31,0,101,44,255
27012,202006,504,701,0,48,0,129,92,759
27012,202007,640,488,0,44,0,147,136,1399
27012,202008,301,396,52,16,5,46,152,1700
27012,202009,2,3,44,0,2,2,152,1702
27013,202002,0,2,0,0,0,0,0,0
27013,202003,6,21,0,0,0,6,0,6
27013,202004,79,84,0,15,0,36,15,85
27013,202005,288,280,0,51,0,121,66,373
27013,202006,535,449,0,44,0,175,110,908
27013,202007,884,545,6,52,0,212,162,1792
27013,202008,461,474,22,10,49,95,172,2253
27013,202009,14,8,54,0,13,13,172,2267
27014,202003,1,3,0,0,0,1,0,1
27014,202004,55,45,0,10,0,31,10,56
27014,202005,80,47,0,19,0,36,29,136
27014,202006,216,169,0,19,0,81,48,352
27014,202007,284,126,2,40,0,54,88,636
27014,202008,123,125,8,12,8,27,100,759
27014,202009,2,2,4,0,2,2,100,761
27015,202003,0,1,0,0,0,0,0,0
27015,202004,11,7,0,2,0,5,2,11
27015,202005,39,35,0,2,0,17,4,50
27015,202006,210,118,0,11,0,54,15,260
27015,202007,163,111,1,13,0,27,28,423
27015,202008,38,70,0,0,3,4,28,461
27015,202009,0,0,8,0,0,0,28,461
27016,202003,0,1,0,0,0,0,0,0
27016,202004,9,14,0,3,0,6,3,9
27016,202005,95,65,0,23,0,44,26,104
27016,202006,232,127,0,43,0,72,69,336
27016,202007,238,119,3,31,0,25,100,574
27016,202008,34,73,5,2,8,11,102,608
27016,202009,0,0,10,0,0,0,102,608
27017,202003,1,1,0,0,0,1,0,1
27017,202004,3,12,0,0,0,2,0,4
27017,202005,103,76,0,6,0,47,6,107
27017,202006,226,229,1,14,0,81,20,333
27017,202007,465,378,3,31,0,105,51,798
27017,202008,175,477,1,9,20,51,60,973
27017,202009,0,1,29,0,0,0,60,973
28001,202004,0,2,0,0,0,0,0,0
28001,202005,0,1,0,0,0,0,0,0
28001,202006,2,6,0,0,0,1,0,2
28001,202007,6,11,0,1,0,2,1,8
28001,202008,5,12,1,0,1,3,1,13
28002,202003,0,1,0,0,0,0,0,0
28002,202004,1,1,0,1,0,1,1,1
28002,202005,10,55,0,1,0,3,2,11
28002,202006,8,23,0,0,0,5,2,19
28002,202007,12,36,0,1,0,6,3,31
28002,202008,17,35,5,0,0,2,3,48
28002,202009,0,1,3,0,0,0,3,48
28003,202003,1,8,0,0,0,0,0,1
28003,202004,19,37,0,0,0,11,0,20
28003,202005,79,119,0,4,0,31,4,99
28003,202006,333,296,6,20,0,164,24,432
28003,202007,836,457,16,45,0,239,69,1268
28003,202008,486,470,150,12,37,97,81,1754
28003,202009,0,1,35,0,0,0,81,1754
28004,202004,0,1,0,0,0,0,0,0
28004,202005,0,3,0,0,0,0,0,0
28004,202006,0,4,0,0,0,0,0,0
28004,202007,6,5,0,0,0,0,0,6
28004,202008,5,13,0,0,0,1,0,11
28004,202009,0,0,3,0,0,0,0,11
28005,202006,1,0,0,0,0,1,0,1
28005,202007,4,2,0,0,0,0,0,5
28005,202008,0,0,2,0,0,0,0,5
28006,202004,0,3,0,0,0,0,0,0
28006,202005,0,9,0,0,0,0,0,0
28006,202006,3,10,0,0,0,0,0,3
28006,202007,1,1,0,0,0,1,0,4
28006,202008,2,2,0,0,1,2,0,6
28007,202004,1,9,0,0,0,1,0,1
28007,202005,4,3,0,0,0,1,0,5
28007,202006,7,5,2,0,0,6,0,12
28007,202007,26,48,0,1,0,6,1,38
28007,202008,26,33,3,2,1,2,3,64
28008,202004,0,1,0,0,0,0,0,0
28008,202006,2,0,0,0,0,1,0,2
28008,202007,1,1,0,1,0,1,1,3
28009,202001,0,2,0,0,0,0,0,0
28009,202002,0,2,0,0,0,0,0,0
28009,202003,3,18,0,0,0,2,0,3
28009,202004,75,81,0,2,0,36,2,78
28009,202005,199,228,0,11,0,79,13,277
28009,202006,480,510,2,22,0,231,35,757
28009,202007,947,579,17,42,0,305,77,1704
28009,202008,612,622,209,15,58,115,92,2316
28009,202009,0,0,41,0,0,0,92,2316
28010,202005,0,1,0,0,0,0,0,0
28010,202007,0,6,0,0,0,0,0,0
28010,202008,2,1,0,0,0,0,0,2
28011,202001,0,1,0,0,0,0,0,0
28011,202004,1,0,0,0,0,0,0,1
28011,202005,0,4,0,0,0,0,0,1
28011,202006,3,8,0,0,0,2,0,4
28011,202007,5,14,0,2,0,4,2,9
28011,202008,9,15,0,2,0,1,4,18
28011,202009,0,0,3,0,0,0,4,18
28012,202003,0,2,0,0,0,0,0,0
28012,202004,1,10,0,0,0,1,0,1
28012,202005,1,7,0,0,0,1,0,2
28012,202006,6,18,0,1,0,1,1,8
28012,202007,21,38,0,1,0,2,2,29
28012,202008,8,31,4,0,1,3,2,37
28012,202009,0,0,1,0,0,0,2,37
28013,202004,2,9,0,1,0,2,1,2
28013,202005,12,73,1,0,0,6,1,14
28013,202006,0,15,0,0,0,0,1,14
28013,202007,4,13,0,1,0,3,2,18
28013,202008,11,14,2,1,2,3,3,29
28014,202006,4,10,0,0,0,1,0,4
28014,202007,5,1,0,0,0,2,0,9
28014,202008,2,4,1,0,0,0,0,11
28015,202005,6,6,0,0,0,6,0,6
28015,202006,7,15,0,2,0,0,2,13
28015,202007,11,12,0,1,0,2,3,24
28015,202008,5,14,0,0,0,1,3,29
28015,202009,0,0,1,0,0,0,3,29
28016,202004,0,5,0,0,0,0,0,0
28016,202005,0,17,0,0,0,0,0,0
28016,202006,1,8,0,1,0,0,1,1
28016,202007,4,8,1,1,0,2,2,5
28016,202008,3,5,16,1,0,0,3,8
28016,202009,0,0,1,0,0,0,3,8
28017,202003,0,1,0,0,0,0,0,0
28017,202004,0,9,0,0,0,0,0,0
28017,202005,0,4,0,0,0,0,0,0
28017,202006,0,10,0,0,0,0,0,0
28017,202007,7,22,0,0,0,4,0,7
28017,202008,9,16,2,0,0,3,0,16
28017,202009,0,0,1,0,0,0,0,16
28018,202004,0,1,0,0,0,0,0,0
28018,202005,0,1,0,0,0,0,0,0
28018,202006,4,6,0,0,0,4,0,4
28018,202007,1,7,0,0,0,0,0,5
28018,202008,2,5,0,0,0,0,0,7
28019,202005,0,14,0,0,0,0,0,0
28019,202006,2,7,0,0,0,0,0,2
28019,202007,5,12,0,2,0,2,2,7
28019,202008,1,7,1,0,0,0,2,8
28019,202009,0,0,2,0,0,0,2,8
28020,202004,0,1,0,0,0,0,0,0
28020,202005,0,1,0,0,0,0,0,0
28020,202007,0,2,0,0,0,0,0,0
28021,202001,0,3,0,0,0,0,0,0
28021,202002,0,2,0,0,0,0,0,0
28021,202003,1,10,0,0,0,1,0,1
28021,202004,5,44,0,2,0,1,2,6
28021,202005,38,182,1,4,0,27,6,44
28021,202006,124,272,0,9,0,76,15,168
28021,202007,391,472,7,27,0,110,42,559
28021,202008,296,461,57,19,31,73,61,855
28021,202009,0,1,63,0,0,0,61,855
28022,202001,0,3,0,0,0,0,0,0
28022,202002,0,3,0,0,0,0,0,0
28022,202003,5,26,0,0,0,4,0,5
28022,202004,115,315,0,13,0,60,13,120
28022,202005,414,995,14,41,0,199,54,534
28022,202006,1052,1111,6,75,0,581,129,1586
28022,202007,1901,1050,43,124,0,360,253,3487
28022,202008,924,754,219,56,54,107,309,4411
28022,202009,1,0,79,0,1,1,309,4412
28023,202007,6,9,0,1,0,0,1,6
28023,202008,1,5,1,0,0,0,1,7
28023,202009,0,0,1,0,0,0,1,7
28024,202004,0,1,0,0,0,0,0,0
28024,202006,13,8,0,1,0,2,1,13
28024,202007,5,19,0,0,0,0,1,18
28024,202008,6,14,0,0,0,1,1,24
28025,202004,0,4,0,0,0,0,0,0
28025,202005,1,10,0,0,0,0,0,1
28025,202006,18,30,0,1,0,13,1,19
28025,202007,145,163,5,2,0,46,3,164
28025,202008,58,124,15,4,2,6,7,222
28025,202009,0,0,1,0,0,0,7,222
28026,202005,0,4,0,0,0,0,0,0
28026,202006,1,3,0,0,0,1,0,1
28026,202007,0,5,0,0,0,0,0,1
28026,202008,0,2,0,0,0,0,0,1
28027,202001,0,1,0,0,0,0,0,0
28027,202003,2,7,0,1,0,2,1,2
28027,202004,49,220,0,5,0,23,6,51
28027,202005,213,414,0,25,0,129,31,264
28027,202006,565,657,1,53,0,252,84,829
28027,202007,892,930,10,122,0,270,206,1721
28027,202008,461,798,66,69,19,67,275,2182
28027,202009,1,0,72,0,1,1,275,2183
28028,202005,0,6,0,0,0,0,0,0
28028,202006,1,2,0,1,0,0,1,1
28028,202007,5,1,0,0,0,1,1,6
28028,202008,9,6,0,0,1,1,1,15
28029,202004,0,3,0,0,0,0,0,0
28029,202005,0,3,0,0,0,0,0,0
28029,202006,1,5,0,1,0,1,1,1
28029,202007,12,16,1,1,0,3,2,13
28029,202008,6,14,6,1,0,1,3,19
28029,202009,0,0,3,0,0,0,3,19
28030,202004,0,1,0,0,0,0,0,0
28030,202005,27,143,0,0,0,7,0,27
28030,202006,11,17,0,1,0,10,1,38
28030,202007,10,41,0,0,0,6,1,48
28030,202008,6,48,5,0,0,1,1,54
28030,202009,0,0,3,0,0,0,1,54
28031,202008,0,2,0,0,0,0,0,0
28032,202001,0,4,0,0,0,0,0,0
28032,202002,0,2,0,0,0,0,0,0
28032,202003,3,38,0,0,0,2,0,3
28032,202004,44,186,0,5,0,17,5,47
28032,202005,268,673,0,24,0,163,29,315
28032,202006,2064,1775,28,277,0,1034,306,2379
28032,202007,2038,2103,40,205,0,308,511,4417
28032,202008,414,1187,106,28,13,39,539,4831
28032,202009,1,1,80,0,0,0,539,4832
28033,202001,0,1,0,0,0,0,0,0
28033,202002,0,2,0,0,0,0,0,0
28033,202003,1,7,0,0,0,1,0,1
28033,202004,15,40,0,1,0,5,1,16
28033,202005,62,97,1,4,0,42,5,78
28033,202006,295,226,18,28,0,131,33,373
28033,202007,241,258,4,23,0,50,56,614
28033,202008,45,161,39,6,2,2,62,659
28033,202009,0,0,7,0,0,0,62,659
28034,202003,0,1,0,0,0,0,0,0
28034,202004,0,1,0,0,0,0,0,0
28034,202005,1,2,0,0,0,0,0,1
28034,202006,0,3,0,0,0,0,0,1
28034,202007,5,13,0,0,0,0,0,6
28034,202008,2,7,5,1,0,0,1,8
28034,202009,0,0,1,0,0,0,1,8
28035,202001,0,1,0,0,0,0,0,0
28035,202003,0,1,0,0,0,0,0,0
28035,202004,0,13,0,0,0,0,0,0
28035,202005,12,42,1,2,0,10,2,12
28035,202006,26,31,1,4,0,24,6,38
28035,202007,157,158,0,4,0,24,10,195
28035,202008,83,172,13,5,10,14,15,278
28035,202009,0,0,22,0,0,0,15,278
28037,202003,0,2,0,0,0,0,0,0
28037,202004,0,5,0,0,0,0,0,0
28037,202005,2,42,0,0,0,1,0,2
28037,202006,12,23,1,1,0,8,1,14
28037,202007,61,80,0,0,0,14,1,75
28037,202008,18,68,3,0,0,0,1,93
28037,202009,0,0,1,0,0,0,1,93
28038,202001,0,5,0,0,0,0,0,0
28038,202002,0,2,0,0,0,0,0,0
28038,202003,6,28,0,2,0,5,2,6
28038,202004,92,106,0,5,0,53,7,98
28038,202005,237,333,0,16,0,84,23,335
28038,202006,811,790,12,49,0,421,72,1146
28038,202007,1713,889,20,97,0,470,169,2859
28038,202008,975,976,309,49,77,177,218,3834
28038,202009,1,0,100,0,1,1,218,3835
28039,202002,0,1,0,0,0,0,0,0
28039,202004,2,27,0,0,0,2,0,2
28039,202005,4,15,0,1,0,1,1,6
28039,202006,2,12,0,0,0,2,1,8
28039,202007,27,21,0,3,0,11,4,35
28039,202008,6,12,10,0,0,0,4,41
28039,202009,0,0,1,0,0,0,4,41
28040,202003,0,1,0,0,0,0,0,0
28040,202004,1,15,0,0,0,1,0,1
28040,202005,16,69,0,1,0,9,1,17
28040,202006,85,83,5,5,0,61,6,102
28040,202007,190,148,3,5,0,49,11,292
28040,202008,100,128,24,6,5,17,17,392
28040,202009,0,0,11,0,0,0,17,392
28041,202001,0,2,0,0,0,0,0,0
28041,202002,0,1,0,0,0,0,0,0
28041,202003,2,22,0,0,0,2,0,2
28041,202004,117,587,0,3,0,96,3,119
