cve_municipio,Municipio,cve_estado,Estado,CaptacionFeb20,CaptacionAgo20,CrecCaptacion2020,VarCaptacion2020,CarteraFeb20,CarteraAgo20,CrecCartera2020,VarCartera2020,poblacion,defuncionesAgo20,defuncionesTotales20,confirmadosAgo20,confirmadosTotales20,confirmados,negativos,sospechoso,defuncion,activos,Activos_periodo,Muerte_acumuladas,Confirmados_acumulados,Activos_100_mil_hab,Casos_100_mil_hab,Muertes_100_mil_casos
9009.0,MILPA ALTA,9.0,DISTRITO FEDERAL,1593.06,1669.14,76.08000000000015,4.775714662347941,568.17,553.26,-14.909999999999968,-2.6242145836633313,139371.0,116.0,136.0,2963.0,4199.0,527.0,1189.0,25.0,6.0,78.0,152.0,83.0,2898.0,109.06142597814467,2079.3421873991006,2864.0441683919944
9010.0,ALVARO OBREGON,9.0,DISTRITO FEDERAL,349110.82,432893.6,83782.77999999997,23.998906708190827,6185.0,6263.12,78.11999999999989,1.2630557801131648,755537.0,771.0,1057.0,8516.0,16392.0,2059.0,4266.0,658.0,66.0,382.0,646.0,691.0,8027.0,85.50209983098114,1062.4231506862006,8608.446493085834
9011.0,TLAHUAC,9.0,DISTRITO FEDERAL,4347.79,4489.88,142.09000000000015,3.2680971252061486,1941.1,1866.3,-74.79999999999995,-3.853485137293289,366586.0,264.0,360.0,5505.0,9196.0,1180.0,3060.0,220.0,22.0,159.0,328.0,237.0,5257.0,89.47422978509817,1434.0427621349424,4508.274681377211
9012.0,TLALPAN,9.0,DISTRITO FEDERAL,104229.96,106122.23,1892.2699999999895,1.815476087681489,5920.44,5633.7,-286.7399999999998,-4.843221111944384,682234.0,465.0,648.0,9037.0,17038.0,2252.0,5435.0,467.0,36.0,395.0,713.0,435.0,8563.0,104.50959641413355,1255.1411978881147,5079.995328739928
9013.0,XOCHIMILCO,9.0,DISTRITO FEDERAL,6054.5,6447.53,393.02999999999975,6.491535221735889,2795.58,2691.47,-104.11000000000013,-3.7240930325728505,418060.0,354.0,450.0,6431.0,10366.0,1176.0,3404.0,155.0,20.0,180.0,333.0,336.0,6234.0,79.65363823374635,1491.1735157632877,5389.7978825794025
9014.0,BENITO JUAREZ,9.0,DISTRITO FEDERAL,162319.04,162655.83,336.78999999997905,0.20748644151664664,6562.27,6162.31,-399.96000000000004,-6.094842181135496,433708.0,299.0,429.0,3869.0,7319.0,849.0,2056.0,305.0,21.0,97.0,221.0,279.0,3526.0,50.95594270799708,812.9893845628856,7912.6488939308
9015.0,CUAUHTEMOC,9.0,DISTRITO FEDERAL,710295.82,791107.38,80811.56000000006,11.377169585483426,7882.97,8685.43,802.46,10.179665785864977,548606.0,653.0,900.0,5932.0,11001.0,1102.0,2491.0,246.0,59.0,189.0,371.0,603.0,5529.0,67.62594648983058,1007.8271108956154,10906.13130765057
9016.0,MIGUEL HIDALGO,9.0,DISTRITO FEDERAL,441567.29,503302.77,61735.48000000004,13.980990303878716,5827.0,5757.02,-69.97999999999956,-1.200961043418558,379624.0,365.0,490.0,4635.0,7635.0,957.0,1136.0,304.0,29.0,145.0,311.0,298.0,4241.0,81.92316608012138,1117.1580300507871,7026.644659278472
9017.0,VENUSTIANO CARRANZA,9.0,DISTRITO FEDERAL,26606.08,37171.07,10564.989999999998,39.70893119166745,3327.03,3147.17,-179.86000000000013,-5.4060227890941785,433231.0,560.0,740.0,5840.0,10191.0,1351.0,3676.0,313.0,34.0,229.0,457.0,493.0,5429.0,105.48644949230318,1253.1420881700524,9080.86203720759
10001.0,CANATLAN,10.0,DURANGO,379.58,430.65,51.06999999999999,13.454344275251584,98.05,95.68,-2.3699999999999903,-2.4171341152473103,34749.0,6.0,12.0,37.0,202.0,9.0,17.0,0.0,2.0,0.0,1.0,6.0,37.0,2.8777806555584333,106.47788425566203,16216.216216216217
10002.0,CANELAS,10.0,DURANGO,0.02,0.02,0.0,0.0,5.42,3.25,-2.17,-40.03690036900369,4816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10003.0,CONETO DE COMONFORT,10.0,DURANGO,0.04,0.04,0.0,0.0,3.53,3.82,0.29000000000000004,8.21529745042493,4649.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.510002151000215,0.0
10004.0,CUENCAME,10.0,DURANGO,163.02,174.1,11.079999999999984,6.796712059869936,77.25,74.74,-2.510000000000005,-3.249190938511337,37479.0,1.0,13.0,62.0,212.0,51.0,115.0,8.0,0.0,18.0,28.0,0.0,62.0,74.70850342858668,165.42597187758477,0.0
10005.0,DURANGO,10.0,DURANGO,21901.28,24511.27,2609.9900000000016,11.917066034496626,3135.74,2857.19,-278.5499999999997,-8.883070662746261,695597.0,192.0,470.0,3134.0,9818.0,1181.0,1779.0,218.0,44.0,219.0,429.0,177.0,3011.0,61.673641490690734,432.8655816514447,5878.445699103288
10006.0,GENERAL SIMON BOLIVAR,10.0,DURANGO,0.03,0.03,0.0,0.0,4.87,4.59,-0.28000000000000025,-5.749486652977421,10812.0,0.0,1.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,36.99593044765076,0.0
10007.0,GOMEZ PALACIO,10.0,DURANGO,10385.45,9544.79,-840.6599999999999,-8.094593878936395,1770.73,1557.5,-213.23000000000002,-12.041926211223618,369760.0,202.0,331.0,2270.0,4461.0,555.0,753.0,94.0,36.0,105.0,188.0,190.0,2243.0,50.843790566854175,606.6096927736911,8470.798038341507
10008.0,GUADALUPE VICTORIA,10.0,DURANGO,692.7,830.52,137.81999999999994,19.89605889995667,125.31,120.77,-4.540000000000006,-3.623014922990986,37792.0,10.0,21.0,71.0,269.0,24.0,19.0,21.0,3.0,4.0,9.0,10.0,67.0,23.814563928873838,177.28619813717188,14925.373134328356
10009.0,GUANACEVI,10.0,DURANGO,0.04,0.04,0.0,0.0,21.78,20.89,-0.8900000000000006,-4.086317722681365,10512.0,1.0,3.0,2.0,11.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,9.512937595129376,9.512937595129376,0.0
10010.0,HIDALGO,10.0,DURANGO,0.06,0.06,0.0,0.0,5.99,5.54,-0.4500000000000002,-7.512520868113526,4165.0,0.0,0.0,8.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,192.07683073229293,0.0
10011.0,INDT,10.0,DURANGO,0.06,0.08,0.020000000000000004,33.33333333333335,8.16,6.43,-1.7300000000000004,-21.200980392156865,5392.0,1.0,1.0,3.0,11.0,2.0,10.0,0.0,0.0,1.0,2.0,1.0,3.0,37.0919881305638,55.6379821958457,33333.33333333333
10012.0,LERDO,10.0,DURANGO,493.46,507.27,13.810000000000002,2.798605763385087,518.28,468.13,-50.14999999999998,-9.676236783205983,164763.0,34.0,57.0,635.0,1308.0,200.0,358.0,44.0,9.0,28.0,47.0,29.0,619.0,28.525821938177867,375.69114424961913,4684.97576736672
10013.0,MAPIMF,10.0,DURANGO,7.78,6.55,-1.2300000000000004,-15.809768637532141,34.0,30.53,-3.469999999999999,-10.205882352941176,28301.0,1.0,4.0,25.0,69.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,25.0,3.5334440479135014,88.33610119783754,4000.0
10014.0,MEZQUITAL,10.0,DURANGO,0.13,0.13,0.0,0.0,19.04,16.12,-2.919999999999998,-15.336134453781503,40593.0,1.0,1.0,21.0,31.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,49.26957849875595,5000.0
10015.0,NAZAS,10.0,DURANGO,110.14,123.15,13.010000000000005,11.812238968585431,26.41,25.86,-0.5500000000000007,-2.082544490723215,13877.0,1.0,4.0,10.0,24.0,2.0,8.0,2.0,0.0,1.0,2.0,1.0,10.0,14.412336960438134,72.06168480219068,10000.0
10016.0,NOMBRE DE DIOS,10.0,DURANGO,26.65,31.54,4.890000000000001,18.348968105065676,33.12,33.03,-0.0899999999999963,-0.27173913043476716,20881.0,6.0,11.0,11.0,41.0,4.0,7.0,1.0,2.0,0.0,1.0,6.0,11.0,4.789042670370193,52.67946937407213,54545.454545454544
10017.0,OCAMPO,10.0,DURANGO,0.11,0.13,0.020000000000000004,18.181818181818187,18.81,17.39,-1.4199999999999982,-7.549175970228594,10333.0,0.0,2.0,5.0,50.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,5.0,9.677731539727088,48.38865769863544,0.0
10018.0,EL ORO,10.0,DURANGO,332.07,330.81,-1.259999999999991,-0.37943807028638643,46.28,44.79,-1.490000000000002,-3.21953327571306,12281.0,1.0,1.0,11.0,67.0,6.0,7.0,0.0,0.0,2.0,2.0,1.0,11.0,16.28531878511522,89.5692533181337,9090.909090909092
10019.0,OTAEZ,10.0,DURANGO,0.03,0.03,0.0,0.0,1.17,0.6,-0.57,-48.71794871794871,5513.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.27788862688192,0.0
10020.0,PANUCO DE CORONADO,10.0,DURANGO,0.41,0.45,0.040000000000000036,9.756097560975618,26.57,26.25,-0.3200000000000003,-1.20436582611968,12907.0,3.0,5.0,19.0,28.0,4.0,10.0,0.0,1.0,0.0,1.0,3.0,19.0,7.747733787867049,147.20694196947395,15789.473684210525
10021.0,PEÑON BLANCO,10.0,DURANGO,0.14,0.14,0.0,0.0,17.23,16.05,-1.1799999999999997,-6.848520023215321,11538.0,2.0,4.0,6.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,52.00208008320333,16666.666666666664
10022.0,POANAS,10.0,DURANGO,67.06,82.81,15.75,23.48643006263047,45.87,44.38,-1.4899999999999949,-3.2483104425550358,26935.0,5.0,12.0,27.0,121.0,10.0,6.0,0.0,0.0,2.0,5.0,5.0,27.0,18.563207722294415,100.24132170038983,18518.51851851852
10023.0,PUEBLO NUEVO,10.0,DURANGO,277.03,314.11,37.08000000000004,13.38483196765694,122.32,120.38,-1.9399999999999977,-1.5860039241334167,53006.0,5.0,13.0,110.0,428.0,58.0,80.0,17.0,1.0,18.0,27.0,5.0,106.0,50.937629702297855,199.97736105346564,4716.9811320754725
10024.0,RODEO,10.0,DURANGO,0.39,0.52,0.13,33.33333333333333,26.5,24.05,-2.4499999999999993,-9.245283018867923,14407.0,1.0,4.0,8.0,62.0,6.0,24.0,2.0,1.0,1.0,3.0,1.0,8.0,20.823210939126813,55.528562504338176,12500.0
10025.0,SAN BERNARDO,10.0,DURANGO,0.02,0.02,0.0,0.0,6.39,6.4,0.010000000000000675,0.15649452269170805,3459.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,57.82017924255566,0.0
10026.0,SAN DIMAS,10.0,DURANGO,0.15,0.19,0.04000000000000001,26.666666666666682,12.97,13.75,0.7799999999999994,6.013878180416343,20114.0,7.0,10.0,50.0,77.0,47.0,31.0,6.0,6.0,0.0,5.0,7.0,50.0,24.858307646415433,248.58307646415432,14000.000000000002
10027.0,SAN JUAN DE GUADALUPE,10.0,DURANGO,0.03,0.04,0.010000000000000002,33.33333333333335,2.22,2.1,-0.1200000000000001,-5.405405405405405,5917.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10028.0,SAN JUAN DEL RIO,10.0,DURANGO,174.35,199.77,25.420000000000016,14.57986808144538,21.15,20.26,-0.889999999999997,-4.208037825059085,13310.0,0.0,1.0,9.0,47.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,9.0,7.5131480090157785,67.618332081142,0.0
10029.0,SAN LUIS DEL CORDERO,10.0,DURANGO,0.02,0.01,-0.01,-50.0,3.56,2.94,-0.6200000000000001,-17.41573033707865,2258.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10030.0,SAN PEDRO DEL GALLO,10.0,DURANGO,0.01,0.02,0.01,100.0,2.16,1.82,-0.3400000000000001,-15.740740740740744,1631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10031.0,SANTA CLARA,10.0,DURANGO,0.07,0.08,0.009999999999999995,14.28571428571428,7.39,7.31,-0.08000000000000007,-1.0825439783491264,7509.0,0.0,0.0,9.0,12.0,8.0,41.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,119.85617259288853,0.0
10032.0,SANTIAGO PAPASQUIARO,10.0,DURANGO,1149.36,1237.14,87.7800000000002,7.63729379828777,156.04,148.17,-7.8700000000000045,-5.04357856959754,51125.0,8.0,17.0,49.0,118.0,12.0,17.0,2.0,4.0,0.0,1.0,8.0,48.0,1.9559902200488997,93.8875305623472,16666.666666666664
10033.0,SUCHIL,10.0,DURANGO,0.07,0.09,0.01999999999999999,28.57142857142856,8.84,7.74,-1.0999999999999996,-12.44343891402715,6766.0,0.0,3.0,2.0,28.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.559562518474728,0.0
10034.0,TAMAZULA,10.0,DURANGO,22.62,32.29,9.669999999999998,42.749778956675485,18.38,15.8,-2.5799999999999983,-14.036996735582141,27368.0,2.0,4.0,66.0,96.0,20.0,17.0,1.0,0.0,6.0,6.0,1.0,66.0,21.923414206372406,241.15755627009648,1515.1515151515152
10035.0,TEPEHUANES,10.0,DURANGO,221.23,247.93,26.700000000000017,12.068887583058373,31.61,29.14,-2.469999999999999,-7.813982916798478,11545.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.661758336942398,0.0
10036.0,TLAHUALILO,10.0,DURANGO,1.49,4.34,2.8499999999999996,191.2751677852349,29.75,26.3,-3.4499999999999993,-11.596638655462177,24946.0,14.0,20.0,78.0,93.0,1.0,15.0,2.0,0.0,0.0,0.0,14.0,77.0,0.0,308.6667201154494,18181.818181818184
10037.0,TOPIA,10.0,DURANGO,0.04,0.03,-0.010000000000000002,-25.0,9.44,9.63,0.19000000000000128,2.012711864406791,9849.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10038.0,VICENTE GUERRERO,10.0,DURANGO,667.14,618.28,-48.860000000000014,-7.3238001019276355,64.88,62.03,-2.8499999999999943,-4.392725030826128,23279.0,3.0,13.0,13.0,115.0,5.0,12.0,3.0,0.0,1.0,2.0,1.0,12.0,8.591434339963056,51.54860603977835,8333.333333333332
10039.0,NUEVO IDEAL,10.0,DURANGO,278.5,318.14,39.639999999999986,14.233393177737884,82.31,79.7,-2.6099999999999994,-3.17093913254769,28862.0,1.0,8.0,40.0,332.0,33.0,66.0,1.0,0.0,8.0,13.0,0.0,38.0,45.041923636615614,131.6610075531841,0.0
11001.0,ABASOLO,11.0,GUANAJUATO,847.3,846.25,-1.0499999999999545,-0.12392304968723566,170.47,160.41,-10.060000000000002,-5.901331612600458,95581.0,14.0,25.0,210.0,334.0,66.0,79.0,5.0,0.0,17.0,32.0,10.0,207.0,33.47945721429991,216.57023885500257,4830.917874396136
11002.0,ACAMBARO,11.0,GUANAJUATO,3532.62,3705.26,172.64000000000033,4.887024361522063,282.62,265.0,-17.620000000000005,-6.234519849975229,118967.0,20.0,40.0,603.0,1338.0,258.0,471.0,17.0,5.0,84.0,123.0,19.0,589.0,103.39001571864468,495.09527852261556,3225.806451612903
11003.0,SAN MIGUEL DE ALLENDE,11.0,GUANAJUATO,4959.82,5451.68,491.8600000000006,9.916892145279487,442.47,428.73,-13.740000000000009,-3.1052952742558815,183034.0,24.0,45.0,384.0,855.0,146.0,142.0,12.0,1.0,28.0,46.0,23.0,379.0,25.131942699170644,207.06535397794946,6068.601583113456
11004.0,APASEO EL ALTO,11.0,GUANAJUATO,669.09,841.93,172.83999999999992,25.832100315353678,109.46,100.95,-8.509999999999991,-7.774529508496242,72209.0,8.0,19.0,126.0,330.0,40.0,76.0,2.0,1.0,8.0,16.0,7.0,126.0,22.15790275450429,174.49348419172125,5555.555555555556
11005.0,APASEO EL GRANDE,11.0,GUANAJUATO,688.82,778.08,89.25999999999999,12.958392613454883,183.87,172.74,-11.129999999999995,-6.053189753630283,99036.0,25.0,42.0,248.0,450.0,69.0,56.0,15.0,4.0,13.0,22.0,19.0,233.0,22.21414435154893,235.2679833595864,8154.50643776824
11006.0,ATARJEA,11.0,GUANAJUATO,0.04,0.06,0.019999999999999997,50.0,2.84,2.83,-0.009999999999999787,-0.35211267605632646,5559.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,53.96654074473826,0.0
11007.0,CELAYA,11.0,GUANAJUATO,35441.62,33005.42,-2436.2000000000044,-6.873839288384687,2227.46,2077.85,-149.61000000000013,-6.716618929183915,530820.0,210.0,323.0,2841.0,5361.0,883.0,716.0,91.0,35.0,212.0,345.0,170.0,2600.0,64.99378320334577,489.8082212426057,6538.461538461539
11008.0,MANUEL DOBLADO,11.0,GUANAJUATO,363.34,348.02,-15.319999999999993,-4.216436395662459,76.69,65.1,-11.590000000000003,-15.112791759029864,40608.0,9.0,17.0,121.0,242.0,65.0,64.0,1.0,2.0,25.0,33.0,3.0,118.0,81.26477541371158,290.58313632781716,2542.3728813559323
11009.0,COMONFORT,11.0,GUANAJUATO,526.38,536.5,10.120000000000005,1.9225654470154563,138.79,128.6,-10.189999999999998,-7.342027523596794,87191.0,19.0,31.0,175.0,355.0,64.0,52.0,2.0,6.0,14.0,19.0,12.0,171.0,21.791239921551536,196.12115929396384,7017.543859649122
11010.0,CORONEO,11.0,GUANAJUATO,29.94,26.41,-3.530000000000001,-11.790247160988642,10.33,9.55,-0.7799999999999994,-7.550822846079375,12998.0,0.0,1.0,56.0,126.0,22.0,37.0,0.0,0.0,10.0,15.0,0.0,56.0,115.40236959532236,430.8355131558701,0.0
11011.0,CORTAZAR,11.0,GUANAJUATO,1552.5,1694.22,141.72000000000003,9.12850241545895,260.34,243.61,-16.72999999999996,-6.426211876776511,101319.0,53.0,86.0,452.0,897.0,141.0,106.0,11.0,10.0,39.0,62.0,40.0,443.0,61.19286609619123,437.2328980743987,9029.345372460497
11012.0,CUERAMARO,11.0,GUANAJUATO,581.55,626.32,44.770000000000095,7.698392227667461,41.55,37.41,-4.140000000000001,-9.963898916967507,29959.0,2.0,6.0,138.0,277.0,45.0,62.0,5.0,0.0,12.0,19.0,1.0,138.0,63.42000734336927,460.62952702026104,724.6376811594203
11013.0,DOCTOR MORA,11.0,GUANAJUATO,0.19,0.25,0.06,31.578947368421062,21.77,20.17,-1.5999999999999979,-7.349563619660071,25606.0,6.0,8.0,34.0,105.0,11.0,20.0,0.0,1.0,2.0,3.0,5.0,34.0,11.716004061548075,132.78137936421152,14705.882352941177
11014.0,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,11.0,GUANAJUATO,2225.95,2399.97,174.01999999999998,7.817785664547716,300.85,293.92,-6.930000000000007,-2.3034734917733113,160771.0,38.0,66.0,541.0,1230.0,200.0,232.0,13.0,5.0,31.0,62.0,28.0,535.0,38.56416891105983,332.771457538984,5233.644859813085
11015.0,GUANAJUATO,11.0,GUANAJUATO,17575.88,21831.3,4255.419999999998,24.211703766753057,973.32,950.34,-22.980000000000018,-2.360991246455435,198035.0,69.0,103.0,1045.0,1929.0,462.0,650.0,39.0,17.0,89.0,154.0,59.0,1025.0,77.7640316105739,517.5852753301184,5756.09756097561
11016.0,HUANIMARO,11.0,GUANAJUATO,5228.98,3154.17,-2074.8099999999995,-39.67905786597002,35.59,33.83,-1.7600000000000051,-4.945209328463063,22612.0,6.0,12.0,103.0,144.0,38.0,47.0,2.0,0.0,6.0,12.0,3.0,102.0,53.069166814081015,451.0879179196886,2941.176470588235
11017.0,IRAPUATO,11.0,GUANAJUATO,23436.39,20732.81,-2703.579999999998,-11.53582100314937,2474.43,2344.32,-130.10999999999967,-5.258180671912305,610700.0,284.0,383.0,3727.0,5498.0,1101.0,1135.0,77.0,61.0,202.0,364.0,240.0,3659.0,59.60373342066482,599.1485180939904,6559.169171904892
11018.0,JARAL DEL PROGRESO,11.0,GUANAJUATO,628.76,652.5,23.74000000000001,3.775685476175328,73.0,67.5,-5.5,-7.534246575342463,41154.0,10.0,19.0,276.0,516.0,149.0,181.0,2.0,1.0,33.0,40.0,7.0,273.0,97.19589833309034,663.3620061233415,2564.102564102564
11019.0,JERECUARO,11.0,GUANAJUATO,819.02,889.58,70.56000000000006,8.615174232619482,38.94,38.7,-0.23999999999999488,-0.6163328197226425,51332.0,5.0,7.0,120.0,259.0,45.0,162.0,1.0,0.0,18.0,31.0,4.0,119.0,60.39117899166212,231.82420322605782,3361.344537815126
11020.0,LEON,11.0,GUANAJUATO,83776.71,82699.36,-1077.3500000000058,-1.2859779287107465,6907.7,6572.16,-335.53999999999996,-4.857477886995676,1679610.0,1231.0,1526.0,12818.0,18315.0,2546.0,2425.0,171.0,161.0,267.0,569.0,1100.0,12477.0,33.87691190216776,742.8510189865505,8816.22184820069
11021.0,MOROLEON,11.0,GUANAJUATO,2945.94,3537.05,591.1100000000001,20.06524233351663,171.86,165.02,-6.840000000000003,-3.9799837076690325,54378.0,8.0,16.0,265.0,633.0,117.0,198.0,32.0,4.0,11.0,31.0,8.0,257.0,57.00834896465482,472.61760270697715,3112.84046692607
11022.0,OCAMPO,11.0,GUANAJUATO,0.14,0.23,0.09,64.28571428571428,13.11,12.58,-0.5299999999999994,-4.04271548436308,24758.0,9.0,12.0,200.0,310.0,135.0,140.0,3.0,4.0,32.0,55.0,8.0,197.0,222.1504160271427,795.7023992244931,4060.913705583756
11023.0,PENJAMO,11.0,GUANAJUATO,1999.05,2065.47,66.41999999999985,3.3225782246567137,328.06,317.0,-11.060000000000002,-3.371334511979518,159968.0,50.0,65.0,582.0,987.0,229.0,160.0,13.0,6.0,50.0,100.0,40.0,568.0,62.512502500500105,355.07101420284056,7042.2535211267605
11024.0,PUEBLO NUEVO,11.0,GUANAJUATO,642.47,700.8,58.32999999999993,9.079023145049558,29.37,27.35,-2.0199999999999996,-6.877766428328225,12620.0,3.0,3.0,57.0,90.0,21.0,34.0,0.0,0.0,6.0,11.0,2.0,57.0,87.16323296354993,451.6640253565769,3508.771929824561
11025.0,PURISIMA DEL RINCON,11.0,GUANAJUATO,8.31,8.77,0.4599999999999991,5.53549939831528,132.08,126.77,-5.3100000000000165,-4.020290732889176,86012.0,20.0,28.0,244.0,414.0,92.0,155.0,7.0,2.0,29.0,41.0,12.0,243.0,47.667767288285354,282.51871831837417,4938.271604938272
11026.0,ROMITA,11.0,GUANAJUATO,563.05,609.17,46.120000000000005,8.191102033567187,101.06,94.9,-6.159999999999997,-6.095388877894314,62603.0,20.0,23.0,369.0,492.0,78.0,171.0,2.0,1.0,17.0,37.0,11.0,364.0,59.1025989169848,581.4417839400668,3021.978021978022
11027.0,SALAMANCA,11.0,GUANAJUATO,6935.41,7282.93,347.52000000000044,5.010806859291672,1307.75,1244.89,-62.8599999999999,-4.806729114891983,293293.0,116.0,188.0,1816.0,3303.0,750.0,794.0,42.0,31.0,155.0,268.0,88.0,1793.0,91.37620059121765,611.3340584330346,4907.9754601227
11028.0,SALVATIERRA,11.0,GUANAJUATO,3066.65,3429.21,362.55999999999995,11.8226729493095,228.39,218.77,-9.619999999999976,-4.212093349095836,106978.0,28.0,45.0,550.0,1164.0,253.0,530.0,6.0,8.0,68.0,103.0,19.0,547.0,96.28147843481837,511.3200845033558,3473.491773308958
11029.0,SAN DIEGO DE LA UNION,11.0,GUANAJUATO,80.73,102.81,22.08,27.350427350427342,31.82,29.85,-1.9699999999999989,-6.191074795725959,41588.0,5.0,6.0,236.0,487.0,119.0,217.0,18.0,2.0,41.0,55.0,5.0,223.0,132.24968740982976,536.2123689525824,2242.152466367713
11030.0,SAN FELIPE,11.0,GUANAJUATO,1098.59,1256.36,157.76999999999998,14.361135637498968,144.55,135.88,-8.670000000000016,-5.997924593566251,118417.0,12.0,35.0,456.0,956.0,275.0,338.0,13.0,6.0,45.0,96.0,11.0,448.0,81.06944104309348,378.3240582011029,2455.3571428571427
11031.0,SAN FRANCISCO DEL RINCON,11.0,GUANAJUATO,5352.4,5566.1,213.70000000000073,3.9926014498169238,368.79,342.45,-26.340000000000032,-7.1422760920849315,125904.0,53.0,68.0,740.0,1165.0,271.0,270.0,1.0,9.0,53.0,90.0,27.0,715.0,71.48303469309951,567.8929978396238,3776.2237762237764
11032.0,SAN JOSE ITURBIDE,11.0,GUANAJUATO,2103.31,2726.45,623.1399999999999,29.626636111652573,214.43,195.69,-18.74000000000001,-8.739448771160752,83562.0,22.0,39.0,222.0,460.0,86.0,52.0,4.0,7.0,15.0,35.0,17.0,216.0,41.88506737512267,258.49070151504276,7870.37037037037
11033.0,SAN LUIS DE LA PAZ,11.0,GUANAJUATO,1786.64,1971.95,185.30999999999995,10.371983163927823,242.52,228.05,-14.469999999999999,-5.96651822530101,127678.0,54.0,88.0,542.0,1110.0,231.0,145.0,5.0,14.0,49.0,78.0,48.0,537.0,61.09118250599163,420.58929494509624,8938.54748603352
11034.0,SANTA CATARINA,11.0,GUANAJUATO,0.03,0.02,-0.009999999999999998,-33.33333333333333,2.81,2.74,-0.06999999999999984,-2.491103202846967,5584.0,0.0,0.0,6.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,107.44985673352436,0.0
11035.0,SANTA CRUZ DE JUVENTINO ROSAS,11.0,GUANAJUATO,606.46,672.95,66.49000000000001,10.963624971144025,132.39,123.98,-8.409999999999982,-6.35244353803156,88644.0,33.0,47.0,317.0,595.0,78.0,87.0,4.0,3.0,11.0,21.0,27.0,314.0,23.69026668471639,354.22589233337845,8598.72611464968
11036.0,SANTIAGO MARAVATIO,11.0,GUANAJUATO,27.43,30.8,3.370000000000001,12.285818446955886,9.82,9.85,0.02999999999999936,0.3054989816700493,7327.0,3.0,6.0,61.0,100.0,20.0,44.0,1.0,1.0,5.0,8.0,1.0,60.0,109.18520540466768,818.8890405350076,1666.6666666666667
11037.0,SILAO DE LA VICTORIA,11.0,GUANAJUATO,4179.3,3782.37,-396.9300000000003,-9.497523508721562,548.1,510.52,-37.58000000000004,-6.856413063309619,201020.0,142.0,172.0,1337.0,1765.0,295.0,553.0,15.0,9.0,82.0,107.0,88.0,1323.0,53.22853447418168,658.1434683116107,6651.549508692366
11038.0,TARANDACUAO,11.0,GUANAJUATO,535.12,523.65,-11.470000000000027,-2.143444461055466,21.01,19.61,-1.4000000000000021,-6.663493574488344,12978.0,1.0,3.0,48.0,89.0,15.0,50.0,6.0,0.0,6.0,10.0,0.0,46.0,77.05347511172754,354.4459855139467,0.0
11039.0,TARIMORO,11.0,GUANAJUATO,283.93,316.54,32.610000000000014,11.48522523157116,56.69,56.25,-0.4399999999999977,-0.7761509966484392,36574.0,7.0,9.0,128.0,213.0,60.0,96.0,5.0,2.0,12.0,32.0,4.0,125.0,87.49384808880626,341.77284409689946,3200.0
11040.0,TIERRA BLANCA,11.0,GUANAJUATO,0.05,0.07,0.020000000000000004,40.000000000000014,12.69,12.2,-0.4900000000000002,-3.861308116627271,20238.0,5.0,5.0,39.0,81.0,14.0,23.0,0.0,1.0,5.0,6.0,3.0,38.0,29.64719833975689,187.76558948512698,7894.736842105262
11041.0,URIANGATO,11.0,GUANAJUATO,1207.77,1292.04,84.26999999999998,6.9773218410790205,143.5,134.59,-8.909999999999997,-6.2090592334494765,67184.0,4.0,8.0,228.0,622.0,116.0,186.0,1.0,0.0,21.0,44.0,3.0,226.0,65.49178375803763,336.3896165753751,1327.433628318584
